Accession,SRA_Accession,Submitters,Release_Date,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
KM110804.1,,"Luetteke,N., Njouom,R., Foupouapouognigni,Y., Noah,D., Gessain,A., Muller,C.P.",2016-06-30T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1667,GenBank,complete,,,,Cameroon,,Homo sapiens,,,,"Hepatitis delta virus isolate PYG56, complete genome"
KM110805.1,,"Luetteke,N., Njouom,R., Foupouapouognigni,Y., Noah,D., Gessain,A., Muller,C.P.",2016-06-30T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1669,GenBank,complete,,,,Cameroon,,Homo sapiens,,,,"Hepatitis delta virus isolate PYG65, complete genome"
KF660598.1,,"Bui,S.T., Nguyen,H.M., Bock,T.C.",2013-12-10T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1675,GenBank,complete,,,,Viet Nam,,Homo sapiens,blood,,,"Hepatitis delta virus isolate C03, complete genome"
KF660599.1,,"Bui,S.T., Nguyen,H.M., Bock,T.C.",2013-12-10T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1680,GenBank,complete,,,,Viet Nam,,Homo sapiens,blood,,,"Hepatitis delta virus isolate C06, complete genome"
KF660600.1,,"Bui,S.T., Nguyen,H.M., Bock,T.C.",2013-12-10T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1673,GenBank,complete,,,,Viet Nam,,Homo sapiens,blood,,,"Hepatitis delta virus isolate C15, complete genome"
KF660601.1,,"Bui,S.T., Nguyen,H.M., Bock,T.C.",2013-12-10T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1671,GenBank,complete,,,,Viet Nam,,Homo sapiens,blood,,,"Hepatitis delta virus isolate M18, complete genome"
KF660602.1,,"Bui,S.T., Nguyen,H.M., Bock,T.C.",2013-12-10T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1671,GenBank,complete,,,,Viet Nam,,Homo sapiens,blood,,,"Hepatitis delta virus isolate U18, complete genome"
KC590319.1,,"Marques,V.A., Lewis-Ximenez,L.L.S.R., Lampe,E.",2013-04-08T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1673,GenBank,complete,,,,Brazil,,Homo sapiens,blood,2011-06-10,,"Hepatitis delta virus isolate Brazil-1, complete genome"
HF679404.1,,"Kay,A.C., Trepo,C., Parana,R.",2013-03-05T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1676,GenBank,complete,,,,Brazil,,,blood,,,"Hepatitis D Virus genotype 3, clone 010-OBCCl2, complete genome"
HF679405.1,,"Kay,A.C., Trepo,C., Parana,R.",2013-03-05T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1675,GenBank,complete,,,,Brazil,,,blood,,,"Hepatitis D Virus genotype 3, clone 010-OBC Cl11, complete genome"
HF679406.1,,"Kay,A.C., Trepo,C., Parana,R.",2013-03-05T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1673,GenBank,complete,,,,Brazil,,,blood,,,"Hepatitis D Virus genotype 3, clone BR2-ENB, complete genome"
GU177114.1,,"Makuwa,M., Kazanji,M.",2010-12-08T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1679,GenBank,complete,,,,Gabon,,,,,,"Hepatitis delta virus isolate HDV-DN79, complete genome"
HM046802.1,,"Lu,Y.Q., Dai,G.M., Wang,L.N., Han,J.X.",2010-06-06T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1677,GenBank,complete,,,,China,,Homo sapiens,,2009-12-21,,"Hepatitis delta virus isolate JN, complete genome"
AY648952.1,,"Wu,J.C.",2007-12-31T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1678,GenBank,complete,,,,Taiwan,,,blood,,,"Hepatitis delta virus isolate TWD62#16, complete genome"
AY648953.1,,"Wu,J.C.",2007-12-31T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1678,GenBank,complete,,,,Taiwan,,,blood,,,"Hepatitis delta virus isolate 2621#56, complete genome"
AY648954.1,,"Wu,J.C.",2007-12-31T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1678,GenBank,complete,,,,Taiwan,,,blood,,,"Hepatitis delta virus isolate TW1025#14, complete genome"
AY648955.1,,"Wu,J.C.",2007-12-31T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1678,GenBank,complete,,,,Taiwan,,,blood,,,"Hepatitis delta virus isolate TW3038#25, complete genome"
AY648956.1,,"Wu,J.C.",2007-12-31T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1675,GenBank,complete,,,,Taiwan,,,blood,,,"Hepatitis delta virus isolate TW1435#47, complete genome"
AY648957.1,,"Wu,J.C.",2007-12-31T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1675,GenBank,complete,,,,Taiwan,,,blood,,,"Hepatitis delta virus isolate TW5132#24, complete genome"
AY648958.1,,"Wu,J.C.",2007-12-31T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1674,GenBank,complete,,,,Taiwan,,,blood,,,"Hepatitis delta virus isolate TW1573#4, complete genome"
AY648959.1,,"Wu,J.C.",2007-12-31T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1674,GenBank,complete,,,,Taiwan,,,blood,,,"Hepatitis delta virus isolate TW3678#25, complete genome"
EF514903.1,,"Emir,F., Yurdaydin,C., Kesen,E., Bozdayi,A.M.",2007-04-22T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1676,GenBank,complete,,,,Turkey,,,,,,"Hepatitis delta virus isolate CB, complete genome"
EF514904.1,,"Emir,F., Yurdaydin,C., Kesen,E., Bozdayi,A.M.",2007-04-22T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1676,GenBank,complete,,,,Turkey,,,,,,"Hepatitis delta virus isolate NK, complete genome"
EF514905.2,,"Emir,F., Yurdaydin,C., Kesen,E., Bozdayi,A.M.",2007-04-22T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1676,GenBank,complete,,,,Turkey,,,,,,"Hepatitis delta virus isolate OA, complete genome"
EF514906.1,,"Emir,F., Yurdaydin,C., Kesen,E., Bozdayi,A.M.",2007-04-22T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1676,GenBank,complete,,,,Turkey,,,,,,"Hepatitis delta virus isolate SO, complete genome"
EF514907.1,,"Emir,F., Yurdaydin,C., Kesen,E., Bozdayi,A.M.",2007-04-22T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1676,GenBank,complete,,,,Turkey,,,,,,"Hepatitis delta virus isolate ZA, complete genome"
AY261458.1,,"Wu,J.",2006-04-01T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1614,GenBank,complete,,,,,,,,,,"Hepatitis D virus isolate TW2479-53, complete genome"
AY261459.1,,"Wu,J.",2006-04-01T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1682,GenBank,complete,,,,,,,,,,"Hepatitis D virus isolate TW2479-13, complete genome"
AY261460.1,,"Wu,J.",2006-04-01T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1680,GenBank,complete,,,,,,,,,,"Hepatitis D virus isolate TW2479-18, complete genome"
AJ307077.1,,"Deny,P.",2001-02-24T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1679,GenBank,complete,,,,Italy,,,,,,"Hepatitis delta virus complete genome, isolate W5"
X85253.1,,"Lai,M.E., Mazzoleni,A.P., Porru,A., Balestrieri,A.",1995-03-17T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1676,GenBank,complete,,,,,,,,,,Hepatitis D virus complete genome containing delta antigen ORF
