MT993977.1	MT993977.1
KF868415.1	KF869810.1
KF868415.1	KF869815.1
KF868415.1	KF869816.1
KF868415.1	KF869818.1
KF868415.1	KF869820.1
KF868415.1	KF869821.1
KF868415.1	KF869822.1
KF868415.1	KF869823.1
KF868415.1	KF869825.1
KF868415.1	KF869826.1
KF868415.1	KF869827.1
KF868415.1	KF869829.1
KF868415.1	KF869830.1
KF868415.1	KF869831.1
KF868415.1	KF869832.1
KF868415.1	KF869835.1
KF868415.1	KF869836.1
KF868415.1	KF869837.1
KF868415.1	KF869838.1
KF868415.1	KF869365.1
KF868415.1	KF869839.1
KF868415.1	KF869840.1
KF868415.1	KF869841.1
KF868415.1	KF869842.1
KF868415.1	KF869843.1
KF868415.1	KF869844.1
KF868415.1	KF869845.1
KF868415.1	KF869463.1
KF868415.1	KF869848.1
KF868415.1	KF869849.1
KF868415.1	KF869143.1
KF868415.1	KF869850.1
KF868415.1	KF869852.1
KF868415.1	KF869853.1
KF868415.1	KF869854.1
KF868415.1	KF869855.1
KF868415.1	KF869857.1
KF868415.1	KF869858.1
KF868415.1	KF869859.1
KF868415.1	KF869860.1
KF868415.1	KF869861.1
KF868415.1	KF869862.1
KF868415.1	KF869863.1
KF868415.1	KF869629.1
KF868415.1	KF869870.1
KF868415.1	KF869871.1
KF868415.1	KF869873.1
KF868415.1	KF869874.1
KF868415.1	KF869875.1
KF868415.1	KF869876.1
KF868415.1	KF869877.1
KF868415.1	KF869878.1
KF868415.1	KF869879.1
KF868415.1	KF869880.1
KF868415.1	KF869890.1
KF868415.1	KF869891.1
KF868415.1	KF869893.1
KF868415.1	KF869895.1
KF868415.1	KF869896.1
KF868415.1	KF869897.1
KF868415.1	KF869898.1
KF868415.1	KF869899.1
KF868415.1	KF869900.1
KF868415.1	KF869902.1
KF868415.1	KF869903.1
KF868415.1	KF869918.1
KF868415.1	KF869919.1
KF868415.1	KF869921.1
KF868415.1	KF869502.1
KF868415.1	KF869923.1
KF868415.1	KF869925.1
KF868415.1	KF869504.1
KF868415.1	KF869926.1
KF868415.1	KF869927.1
KF868415.1	KF869928.1
KF868415.1	KF869929.1
KF868415.1	KF869930.1
KF868415.1	KF869931.1
KF868415.1	KF869932.1
KF868415.1	KF869933.1
KF868415.1	KF869934.1
KF868415.1	KF869935.1
KF868415.1	KF869936.1
KF868415.1	KF869937.1
KF868415.1	KF869938.1
KF868415.1	KF869939.1
KF868415.1	KF869940.1
KF868415.1	KF869942.1
KF868415.1	KF869943.1
KF868415.1	KF869944.1
KF868415.1	KF869945.1
KF868415.1	KF869947.1
KF868415.1	KF869948.1
KF868415.1	KF869949.1
KF868415.1	KF869950.1
KF868415.1	KF869951.1
KF868415.1	KF869952.1
KF868415.1	KF869954.1
KF868415.1	KF869532.1
KF868415.1	KF869961.1
KF868415.1	KF869968.1
KF868415.1	KF869971.1
KF868415.1	KF869972.1
KF868415.1	KF869973.1
KF868415.1	KF869977.1
KF868415.1	KF869978.1
KF868415.1	KF869980.1
KF868415.1	KF869981.1
KF868415.1	KF869986.1
KF868415.1	KF869987.1
KF868415.1	KF869988.1
KF868415.1	KF869995.1
KF868415.1	KF869996.1
KF868415.1	KF869998.1
KF868415.1	KF870000.1
KF868415.1	KF870001.1
KF868415.1	KF870002.1
KF868415.1	KF870003.1
KF868415.1	KF870004.1
KF868415.1	KF870005.1
KF868415.1	KF870006.1
KF868415.1	KF870010.1
KF868415.1	KF868698.1
KF868415.1	KF868757.1
KF868415.1	KF868933.1
KF868415.1	KF868934.1
KF868415.1	KF868935.1
KF868415.1	KF869187.1
KF868415.1	KF869188.1
KF868415.1	KF869295.1
KF868415.1	KF869811.1
KF868415.1	KF869812.1
KF868415.1	KF869813.1
KF868415.1	KF870009.1
KF868415.1	KF870012.1
KF868415.1	KF870302.1
KF868415.1	KF870011.1
KF868415.1	KF870014.1
KF868415.1	KF870015.1
KF868415.1	KF870019.1
KF868415.1	KF870022.1
KF868415.1	KF870024.1
KF868415.1	KF870026.1
KF868415.1	KF870027.1
KF868415.1	KF870028.1
KF868415.1	KF870029.1
KF868415.1	KF870030.1
KF868415.1	KF870031.1
KF868415.1	KF870032.1
KF868415.1	KF870033.1
KF868415.1	KF870034.1
KF868415.1	KF870035.1
KF868415.1	KF870036.1
KF868415.1	KF870037.1
KF868415.1	KF870039.1
KF868415.1	KF870040.1
KF868415.1	KF870041.1
KF868415.1	KF870042.1
KF868415.1	KF870045.1
KF868415.1	KF870046.1
KF868415.1	KF870047.1
KF868415.1	KF870048.1
KF868415.1	KF870049.1
KF868415.1	KF870050.1
KF868415.1	KF870051.1
KF868415.1	KF870052.1
KF868415.1	KF870053.1
KF868415.1	KF870054.1
KF868415.1	KF870055.1
KF868415.1	KF869557.1
KF868415.1	KF870056.1
KF868415.1	KF870057.1
KF868415.1	KF870059.1
KF868415.1	KF870060.1
KF868415.1	KF870063.1
KF868415.1	KF870064.1
KF868415.1	KF870065.1
KF868415.1	KF870066.1
KF868415.1	KF870069.1
KF868415.1	KF870071.1
KF868415.1	KF869561.1
KF868415.1	KF870072.1
KF868415.1	KF870073.1
KF868415.1	KF870074.1
KF868415.1	KF870075.1
KF868415.1	KF870076.1
KF868415.1	KF870078.1
KF868415.1	KF870079.1
KF868415.1	KF870080.1
KF868415.1	KF870082.1
KF868415.1	KF870093.1
KF868415.1	KF870094.1
KF868415.1	KF870096.1
KF868415.1	KF870102.1
KF868415.1	KF870103.1
KF868415.1	KF870104.1
KF868415.1	KF870105.1
KF868415.1	KF870106.1
KF868415.1	KF870107.1
KF868415.1	KF870108.1
KF868415.1	KF870109.1
KF868415.1	KF870110.1
KF868415.1	KF870111.1
KF868415.1	KF870113.1
KF868415.1	KF870122.1
KF868415.1	KF870123.1
KF868415.1	KF870125.1
KF868415.1	KF870126.1
KF868415.1	KF870128.1
KF868415.1	KF870129.1
KF868415.1	KF870133.1
KF868415.1	KF870134.1
KF868415.1	KF870135.1
KF868415.1	KF870136.1
KF868415.1	KF870137.1
KF868415.1	KF870138.1
KF868415.1	KF870140.1
KF868415.1	KF870141.1
KF868415.1	KF870142.1
KF868415.1	KF870143.1
KF868415.1	KF870144.1
KF868415.1	KF870146.1
KF868415.1	KF870155.1
KF868415.1	KF869076.1
KF868415.1	KF870157.1
KF868415.1	KF870158.1
KF868415.1	KF870159.1
KF868415.1	KF870160.1
KF868415.1	KF870161.1
KF868415.1	KF870162.1
KF868415.1	KF870167.1
KF868415.1	KF870169.1
KF868415.1	KF870170.1
KF868415.1	KF870171.1
KF868415.1	KF870172.1
KF868415.1	KF870174.1
KF868415.1	KF870175.1
KF868415.1	KF870176.1
KF868415.1	KF870177.1
KF868415.1	KF870178.1
KF868415.1	KF870179.1
KF868415.1	KF870180.1
KF868415.1	KF870181.1
KF868415.1	KF870182.1
KF868415.1	KF870183.1
KF868415.1	KF870184.1
KF868415.1	KF870188.1
KF868415.1	KF870189.1
KF868415.1	KF870190.1
KF868415.1	KF870191.1
KF868415.1	KF870192.1
KF868415.1	KF870193.1
KF868415.1	KF870194.1
KF868415.1	KF870195.1
KF868415.1	KF870196.1
KF868415.1	KF870197.1
KF868415.1	KF870198.1
KF868415.1	KF870199.1
KF868415.1	KF870200.1
KF868415.1	KF870201.1
KF868415.1	KF870211.1
KF868415.1	KF870213.1
KF868415.1	KF870217.1
KF868415.1	KF870219.1
KF868415.1	KF870224.1
KF868415.1	KF870226.1
KF868415.1	KF870227.1
KF868415.1	KF869345.1
KF868415.1	KF870228.1
KF868415.1	KF870229.1
KF868415.1	KF870239.1
KF868415.1	KF870240.1
KF868415.1	KF870241.1
KF868415.1	KF870242.1
KF868415.1	KF870243.1
KF868415.1	KF870244.1
KF868415.1	KF870245.1
KF868415.1	KF870250.1
KF868415.1	KF870251.1
KF868415.1	KF870252.1
KF868415.1	KF870253.1
KF868415.1	KF870254.1
KF868415.1	KF870255.1
KF868415.1	KF870258.1
KF868415.1	KF870260.1
KF868415.1	KF870261.1
KF868415.1	KF870263.1
KF868415.1	KF870262.1
KF868415.1	KF870268.1
KF868415.1	KF870269.1
KF868415.1	KF870270.1
KF868415.1	KF870271.1
KF868415.1	KF870272.1
KF868415.1	KF870273.1
KF868415.1	KF870274.1
KF868415.1	KF870279.1
KF868415.1	KF870282.1
KF868415.1	KF870284.1
KF868415.1	KF870286.1
KF868415.1	KF870287.1
KF868415.1	KF869136.1
KF868415.1	KF869648.1
KF868415.1	KF869803.1
KF868415.1	KF870288.1
KF868415.1	KF870289.1
KF868415.1	KF870290.1
KF868415.1	KF870291.1
KF868415.1	KF870294.1
KF868415.1	KF870295.1
KF868415.1	KF870296.1
KF868415.1	KF870297.1
KF868415.1	KF870298.1
KF868415.1	KF870299.1
KF868415.1	KF870300.1
KF868415.1	KF870303.1
KF868415.1	KF870304.1
KF868415.1	KF870310.1
KF868415.1	KF870311.1
KF868415.1	KF870312.1
KF868415.1	KF870313.1
KF868415.1	KF870314.1
KF868415.1	KF870315.1
KF868415.1	KF870316.1
KF868415.1	KF870317.1
KF868415.1	KF870318.1
KF868415.1	KF870319.1
KF868415.1	KF870320.1
KF868415.1	KF870321.1
KF868415.1	KF870322.1
KF868415.1	KF870323.1
KF868415.1	KF870325.1
KF868415.1	JX478609.2
KF868415.1	JX478824.2
KF868415.1	JX478834.2
KF868415.1	JX478876.2
KF868415.1	JX478882.2
KF868415.1	JX478910.2
KF868415.1	JX478916.2
KF868415.1	JX478951.2
KF868415.1	JX479003.2
KF868415.1	JX479012.2
KF868415.1	JX479029.2
KF868415.1	JX479030.2
KF868415.1	JX479038.2
KF868415.1	JX479069.2
KF868415.1	JX479072.2
KF868415.1	JX479121.2
KF868415.1	JX479146.2
KF868415.1	JX479149.2
KF868415.1	JX479171.2
KF868415.1	JX479180.2
KF868415.1	JX479190.2
KF868415.1	JX479103.2
KF868415.1	JX479193.2
KF868415.1	JX478877.2
KF868415.1	JX479196.2
KF868415.1	JX479207.2
KF868415.1	JX479216.2
KF868415.1	JX479217.2
KF868415.1	JX479218.2
KF868415.1	JX478971.2
KF868415.1	JX479219.2
KF868415.1	JX479223.2
KF868415.1	JX479233.2
KF868415.1	JX479234.2
KF868415.1	JX479237.2
KF868415.1	JX479244.2
KF868415.1	JX479255.2
KF868415.1	JX479295.2
KF868415.1	JX479300.2
KF868415.1	JX479307.2
KF868415.1	JX479308.2
KF868415.1	JX479344.2
KF868415.1	JX479355.2
KF868415.1	JX479358.2
KF868415.1	JX479365.2
KF868415.1	JX479366.2
KF868415.1	JX479374.2
KF868415.1	JX479377.2
KF868415.1	JX479378.2
KF868415.1	JX479395.2
KF868415.1	JX478965.2
KF868415.1	JX479398.2
KF868415.1	JX479651.1
KF868415.1	JX479814.2
KF868415.1	JX479840.1
KF868415.1	JX479887.1
KF868415.1	JX479913.1
KF868415.1	JX479969.1
KF868415.1	JX479970.2
KF868415.1	JX480003.2
KF868415.1	JX480048.1
KF868415.1	JX480076.2
KF868415.1	JX480080.2
KF868415.1	JX480088.2
KF868415.1	JX479780.2
KF868415.1	JX480132.2
KF868415.1	JX480135.2
KF868415.1	JX480140.2
KF868415.1	JX480162.2
KF868415.1	JX480176.2
KF868415.1	JX480183.2
KF868415.1	JX480198.2
KF868415.1	JX480201.2
KF868415.1	JX480282.2
KF868415.1	JX480289.2
KF868415.1	JX480295.1
KF868415.1	JX480297.2
KF868415.1	JX480298.2
KF868415.1	JX480299.2
KF868415.1	JX480300.1
KF868415.1	JX480302.2
KF868415.1	JX480303.2
KF868415.1	KF869736.1
KF868415.1	JX480341.2
KF868415.1	JX480351.2
KF868415.1	JX480371.2
KF868415.1	JX480383.2
KF868415.1	JX480385.2
KF868415.1	JX480389.2
KF868415.1	JX480392.2
KF868415.1	JX480393.1
KF868415.1	JX480395.2
KF868415.1	JX480397.1
KF868415.1	JX480398.2
KF868415.1	JX480402.2
KF868415.1	JX480406.2
KF868415.1	JX480411.1
KF868415.1	JX480412.2
KF868415.1	JX480443.2
KF868415.1	JX480451.2
KF868415.1	JX480453.2
KF868415.1	GQ499305.1
KF868415.1	GQ499306.1
KF868415.1	GQ499314.1
KF868415.1	GQ499315.1
KF868415.1	GQ499317.1
KF868415.1	GQ499318.1
KF868415.1	GQ499321.1
KF868415.1	EU708846.1
KF868415.1	DQ680691.1
KF868415.1	DQ680699.1
KF868415.1	DQ680700.1
KF868415.1	DQ680701.1
KF868415.1	DQ680690.1
KF868415.1	DQ680702.1
KF868415.1	GQ499312.1
KF868415.1	DQ680703.1
KF868415.1	DQ680705.1
KF868415.1	AF170503.1
MW312471.1	MW312471.1
MW312471.1	MW312457.1
MW312471.1	MW312458.1
MW312471.1	MW312459.1
MW312471.1	MW312460.1
MW312471.1	MW312461.1
MW312471.1	MW312462.1
MW312471.1	MW312465.1
MW312471.1	MW312466.1
MW312471.1	MW312468.1
MW312471.1	MW312493.1
MW312471.1	MW312499.1
MW312471.1	MW312500.1
MW312471.1	MW312501.1
MW312471.1	MW312502.1
MW312471.1	MW312508.1
MW312471.1	MW312509.1
MW312471.1	MW312517.1
MW312471.1	MW312524.1
MW312471.1	MW312535.1
MW312471.1	MW312541.1
MW312471.1	MW312552.1
MW312471.1	MW312558.1
MW312471.1	MW312561.1
MW312471.1	MW312563.1
MW312471.1	MW312573.1
MW312471.1	MW312598.1
MW312471.1	MW312610.1
MW312471.1	MW312611.1
MW312471.1	MW312625.1
MW312471.1	MW312630.1
MW312471.1	MW312638.1
MW312471.1	MW312640.1
MW312471.1	MW312645.1
MW312471.1	MW312649.1
MW312471.1	MW312661.1
MW312471.1	MW312680.1
MW312471.1	MW312692.1
MW312471.1	MW312708.1
MW312471.1	MW312709.1
MW312471.1	MW312714.1
MW312471.1	MW312725.1
MW312471.1	MW312729.1
MW312471.1	MW312735.1
MW312471.1	MW312739.1
MW312471.1	MW312464.1
MW312471.1	MW312467.1
MW312471.1	MW312469.1
MW312471.1	MW312470.1
MW312471.1	MW312472.1
MW312471.1	MW312473.1
MW312471.1	MW312474.1
MW312471.1	MW312475.1
MW312471.1	MW312476.1
MW312471.1	MW312477.1
MW312471.1	MW312478.1
MW312471.1	MW312479.1
MW312471.1	MW312629.1
MW312471.1	MW312480.1
MW312471.1	MW312481.1
MW312471.1	MW312463.1
MW312471.1	MW312483.1
MW312471.1	MW312484.1
MW312471.1	MW312485.1
MW312471.1	MW312486.1
MW312471.1	MW312487.1
MW312471.1	MW312488.1
MW312471.1	MW312490.1
MW312471.1	MW312491.1
MW312471.1	MW312496.1
MW312471.1	MW312497.1
MW312471.1	MW312498.1
MW312471.1	MW312503.1
MW312471.1	MW312504.1
MW312471.1	MW312505.1
MW312471.1	MW312507.1
MW312471.1	MW312510.1
MW312471.1	MW312513.1
MW312471.1	MW312514.1
MW312471.1	MW312515.1
MW312471.1	MW312516.1
MW312471.1	MW312518.1
MW312471.1	MW312520.1
MW312471.1	MW312492.1
MW312471.1	MW312521.1
MW312471.1	MW312522.1
MW312471.1	MW312523.1
MW312471.1	MW312526.1
MW312471.1	MW312556.1
MW312471.1	MW312574.1
MW312471.1	MW312592.1
MW312471.1	MW312674.1
MW312471.1	MW312529.1
MW312471.1	MW312530.1
MW312471.1	MW312531.1
MW312471.1	MW312540.1
MW312471.1	MW312596.1
MW312471.1	MW312602.1
MW312471.1	MW312607.1
MW312471.1	MW312619.1
MW312471.1	MW312628.1
MW312471.1	MW312720.1
MW312471.1	MW312533.1
MW312471.1	MW312534.1
MW312471.1	MW312586.1
MW312471.1	MW312536.1
MW312471.1	MW312489.1
MW312471.1	MW312538.1
MW312471.1	MW312539.1
MW312471.1	MW312543.1
MW312471.1	MW312544.1
MW312471.1	MW312545.1
MW312471.1	MW312546.1
MW312471.1	MW312547.1
MW312471.1	MW312550.1
MW312471.1	MW312551.1
MW312471.1	MW312553.1
MW312471.1	MW312555.1
MW312471.1	MW312557.1
MW312471.1	MW312559.1
MW312471.1	MW312560.1
MW312471.1	MW312565.1
MW312471.1	MW312566.1
MW312471.1	MW312695.1
MW312471.1	MW312705.1
MW312471.1	MW312721.1
MW312471.1	MW312746.1
MW312471.1	MW312567.1
MW312471.1	MW312568.1
MW312471.1	MW312569.1
MW312471.1	MW312570.1
MW312471.1	MW312572.1
MW312471.1	MW312575.1
MW312471.1	MW312576.1
MW312471.1	MW312577.1
MW312471.1	MW312578.1
MW312471.1	MW312579.1
MW312471.1	MW312580.1
MW312471.1	MW312581.1
MW312471.1	MW312582.1
MW312471.1	MW312583.1
MW312471.1	MW312584.1
MW312471.1	MW312585.1
MW312471.1	MW312587.1
MW312471.1	MW312588.1
MW312471.1	MW312626.1
MW312471.1	MW312644.1
MW312471.1	MW312589.1
MW312471.1	MW312590.1
MW312471.1	MW312591.1
MW312471.1	MW312593.1
MW312471.1	MW312554.1
MW312471.1	MW312595.1
MW312471.1	MW312597.1
MW312471.1	MW312600.1
MW312471.1	MW312601.1
MW312471.1	MW312603.1
MW312471.1	MW312604.1
MW312471.1	MW312605.1
MW312471.1	MW312606.1
MW312471.1	MW312608.1
MW312471.1	MW312506.1
MW312471.1	MW312609.1
MW312471.1	MW312612.1
MW312471.1	MW312613.1
MW312471.1	MW312614.1
MW312471.1	MW312615.1
MW312471.1	MW312525.1
MW312471.1	MW312617.1
MW312471.1	MW312618.1
MW312471.1	MW312620.1
MW312471.1	MW312621.1
MW312471.1	MW312599.1
MW312471.1	MW312622.1
MW312471.1	MW312564.1
MW312471.1	MW312623.1
MW312471.1	MW312624.1
MW312471.1	MW312627.1
MW312471.1	MW312631.1
MW312471.1	MW312632.1
MW312471.1	MW312633.1
MW312471.1	MW312635.1
MW312471.1	MW312636.1
MW312471.1	MW312637.1
MW312471.1	MW312639.1
MW312471.1	MW312641.1
MW312471.1	MW312642.1
MW312471.1	MW312643.1
MW312471.1	MW312646.1
MW312471.1	MW312647.1
MW312471.1	MW312648.1
MW312471.1	MW312650.1
MW312471.1	MW312652.1
MW312471.1	MW312653.1
MW312471.1	MW312654.1
MW312471.1	MW312656.1
MW312471.1	MW312657.1
MW312471.1	MW312658.1
MW312471.1	MW312659.1
MW312471.1	MW312660.1
MW312471.1	MW312662.1
MW312471.1	MW312663.1
MW312471.1	MW312664.1
MW312471.1	MW312665.1
MW312471.1	MW312666.1
MW312471.1	MW312667.1
MW312471.1	MW312668.1
MW312471.1	MW312594.1
MW312471.1	MW312669.1
MW312471.1	MW312494.1
MW312471.1	MW312670.1
MW312471.1	MW312671.1
MW312471.1	MW312672.1
MW312471.1	MW312673.1
MW312471.1	MW312675.1
MW312471.1	MW312676.1
MW312471.1	MW312677.1
MW312471.1	MW312678.1
MW312471.1	MW312679.1
MW312471.1	MW312681.1
MW312471.1	MW312511.1
MW312471.1	MW312682.1
MW312471.1	MW312683.1
MW312471.1	MW312684.1
MW312471.1	MW312685.1
MW312471.1	MW312686.1
MW312471.1	MW312687.1
MW312471.1	MW312688.1
MW312471.1	MW312689.1
MW312471.1	MW312651.1
MW312471.1	MW312690.1
MW312471.1	MW312691.1
MW312471.1	MW312519.1
MW312471.1	MW312693.1
MW312471.1	MW312694.1
MW312471.1	MW312696.1
MW312471.1	MW312697.1
MW312471.1	MW312698.1
MW312471.1	MW312699.1
MW312471.1	MW312655.1
MW312471.1	MW312701.1
MW312471.1	MW312702.1
MW312471.1	MW312704.1
MW312471.1	MW312571.1
MW312471.1	MW312706.1
MW312471.1	MW312512.1
MW312471.1	MW312707.1
MW312471.1	MW312710.1
MW312471.1	MW312711.1
MW312471.1	MW312712.1
MW312471.1	MW312713.1
MW312471.1	MW312715.1
MW312471.1	MW312716.1
MW312471.1	MW312717.1
MW312471.1	MW312718.1
MW312471.1	MW312722.1
MW312471.1	MW312723.1
MW312471.1	MW312724.1
MW312471.1	MW312726.1
MW312471.1	MW312703.1
MW312471.1	MW312727.1
MW312471.1	MW312537.1
MW312471.1	MW312542.1
MW312471.1	MW312728.1
MW312471.1	MW312730.1
MW312471.1	MW312616.1
MW312471.1	MW312634.1
MW312471.1	MW312700.1
MW312471.1	MW312731.1
MW312471.1	MW312732.1
MW312471.1	MW312733.1
MW312471.1	MW312736.1
MW312471.1	MW312549.1
MW312471.1	MW312737.1
MW312471.1	MW312738.1
MW312471.1	MW312740.1
MW312471.1	MW312741.1
MW312471.1	MW312743.1
MW312471.1	MW312744.1
MW312471.1	MW312745.1
MW312471.1	NC_014129.1
MW312471.1	HM107843.1
MW312527.1	MW312527.1
MW312527.1	MW312495.1
MW312527.1	MW312482.1
MW312527.1	MW312528.1
MW312527.1	MW312532.1
MW312527.1	MW312548.1
MW312527.1	MW312562.1
MW312527.1	MW312719.1
MW312527.1	MW312734.1
MW312527.1	MW312742.1
MK804769.1	MK804769.1
MF198463.1	MF198463.1
KY522728.1	KY522728.1
KY522729.1	KY522729.1
KY522730.1	KY522730.1
KY522731.1	KY522731.1
KY522732.1	KY522732.1
KY522733.1	KY522733.1
KY522734.1	KY522734.1
KY522737.1	KY522737.1
KY522738.1	KY522738.1
KY522739.1	KY522739.1
KY522741.1	KY522741.1
MH771135.1	MH771135.1
MG879254.1	MG879254.1
MG879255.1	MG879255.1
MG879256.1	MG879256.1
MG879257.1	MG879257.1
MG879258.1	MG879258.1
MH200818.1	MH200818.1
MH200818.1	MH200819.1
MH200818.1	MH200820.1
KX096526.1	KX096526.1
KX096527.1	KX096527.1
KX096530.1	KX096530.1
KX096532.1	KX096532.1
KX096535.1	KX096535.1
KX096536.1	KX096536.1
KX096546.1	KX096546.1
KX096546.1	KX096349.1
KX096548.1	KX096548.1
KX096556.1	KX096556.1
KX096559.1	KX096559.1
KX096562.1	KX096562.1
KX096563.1	KX096563.1
KX096571.1	KX096571.1
KX096572.1	KX096572.1
KX096573.1	KX096573.1
LC133494.1	LC133494.1
LC133494.1	LC133492.1
LC133494.1	LC042216.1
LC133494.1	LC214529.1
LC133494.1	LC214530.1
LC133494.1	LC133493.1
LC133494.1	LC042217.1
LC133494.1	LC042218.1
LT601586.1	LT601586.1
KT923143.1	KT923143.1
KT923143.1	NC_001462.1
KT923143.1	MN704849.1
KT923143.1	MN073490.1
KT923143.1	MN073491.1
KT923143.1	MN073492.1
KT923143.1	MF579860.1
KT923143.1	MF579861.1
KT923143.1	MF579862.1
KT923143.1	MF579864.1
KT923143.1	KC912566.1
KT923143.1	KM588102.1
KT923143.1	DQ097184.1
KT923143.1	DQ097185.1
KU640955.1	KU640955.1
KU640955.1	KU640953.1
KU640955.1	KU640954.1
KU880712.1	KU880712.1
KU880714.1	KU880714.1
KU880715.1	KU880715.1
KU880716.1	KU880716.1
KU880717.1	KU880717.1
KU535579.1	KU535579.1
KP772684.1	KP772684.1
KP772684.1	MN598207.1
KP772685.1	KP772685.1
KP772687.1	KP772687.1
KP772688.1	KP772688.1
KT000352.1	KT000352.1
KF007314.1	KF007314.1
KF007318.1	KF007318.1
KF007319.1	KF007319.1
KF007319.1	KF007320.1
KP126943.1	KP126943.1
KP126943.1	MH537076.1
KP126943.1	MH537077.1
KP126943.1	MH537079.1
KP126943.1	MH537090.1
KP126943.1	KP126944.1
KP126943.1	KC677730.1
KP126943.1	JQ080274.1
KP126943.1	KP126942.1
KP126943.1	JQ080271.1
KP126943.1	JQ080273.1
KP126943.1	JQ080275.1
KP126943.1	JQ080276.1
KP126951.1	KP126951.1
KP126951.1	KY829129.1
KP126951.1	KJ810553.1
KP126951.1	JQ080278.1
LN823954.1	LN823954.1
LN823954.1	LK053005.1
LN823955.1	LN823955.1
LN823956.1	LN823956.1
LN823957.1	LN823957.1
KP010010.1	KP010010.1
KP010010.1	MW357719.1
KP010010.1	MH476219.1
KP010010.1	MG010377.1
KP010010.1	MG010378.1
KP010010.1	KX966268.1
KP010010.1	KX966273.1
KP010010.1	KY039378.1
KP010010.1	KP993474.1
KP010010.1	KF137564.1
KP010010.1	JQ686708.1
KP010010.1	JQ686709.1
KP010010.1	JN008866.1
KP010010.1	DQ371472.1
KP010010.1	DQ408542.1
KP010010.1	MH414919.1
KP010010.1	MH414920.1
KP010010.1	MH414921.1
KP010010.1	KF007309.1
KP010010.1	KF007310.1
KP010010.1	KJ466324.1
KP010010.1	MF576399.1
KP010010.1	MF576400.1
KP010010.1	MF576402.1
KP010010.1	GQ995470.1
KP010010.1	GQ995471.1
KP010010.1	MF576403.1
KP010010.1	MF576407.1
KP010010.1	MF979527.1
KP010010.1	KY978404.1
KP010010.1	MH476216.1
KP010010.1	KX966269.1
KP010010.1	KX966270.1
KP010010.1	KF916042.1
KP010010.1	JQ686712.2
KP010010.1	AY639606.1
KP010010.1	KX966264.1
KP010010.1	KX966263.1
KP010010.1	KX966266.1
KP010010.1	MG010376.1
KP010010.1	MF510391.1
KP010010.1	KX966265.1
KP010010.1	JF746177.1
KP010010.1	KX966267.1
KP010010.1	KX966271.1
KP010010.1	MF510390.1
KP010010.1	KX966272.1
KP010010.1	KY039376.1
KP010010.1	KY039377.1
KP010010.1	KY244035.1
KP010010.1	KF137563.1
KP010010.1	JF746171.1
KP010010.1	JF746174.1
KP010010.1	JF746182.1
KP010010.1	JF746185.1
KP010010.1	JF746186.1
KP010010.1	JF746188.1
KP010010.1	JF746193.1
KP010010.1	KU668661.1
KP010010.1	KU668662.1
KP010010.1	KU668664.1
KP010010.1	KT000346.1
KP010010.1	KT000347.1
KP010010.1	KT000348.1
KP010010.1	KT000351.1
KP010010.1	KR706470.1
KP010010.1	KR706471.1
KP010010.1	KP010008.1
KP010010.1	KP010009.1
KP010010.1	KP010011.1
KP010010.1	KP010012.1
KP010010.1	GQ995468.1
KP010010.1	KF916043.1
KP010010.1	KF916044.1
KP010010.1	KF916047.1
KP010010.1	JQ686710.2
KP010010.1	JQ686711.2
KP010010.1	JQ686713.2
KP010010.1	AB742222.1
KP010010.1	JF746172.1
KP010010.1	JF746175.1
KP010010.1	JF746176.1
KP010010.1	JF746178.1
KP010010.1	JF746179.1
KP010010.1	JF746180.1
KP010010.1	JF746181.1
KP010010.1	JF746183.1
KP010010.1	JF746184.1
KP010010.1	JF746187.1
KP010010.1	JF746189.1
KP010010.1	JF746192.1
KP010010.1	HQ447058.1
KP010010.1	MG010373.1
KP010010.1	KU668665.1
KP010010.1	AB742223.1
KP010010.1	GQ995467.1
KP010010.1	GQ995469.1
KP010010.1	GQ995472.1
KP010010.1	GQ995473.1
KP010010.1	HQ222363.1
KP010010.1	GU170805.1
KP010010.1	MF979528.1
KP010010.1	EU682453.1
KP010010.1	KY039379.1
KP010010.1	EU682454.1
KP010010.1	DQ371471.1
KP010010.1	DQ371473.1
KP010010.1	DQ371474.1
KP010010.1	DQ371475.1
KP010010.1	DQ371476.1
KP010010.1	DQ371477.1
KP010010.1	AY639607.1
KP010010.1	AF462157.1
KP010010.1	AF462158.1
KP010010.1	AF462159.1
KP010010.1	AF462160.1
KP010010.1	AF462161.1
KP010010.1	AF462162.1
KP010010.1	AF462163.1
KP010010.1	AF462164.1
KP010010.1	AF462165.1
KP010010.1	AF462166.1
KP010010.1	AF462167.1
KP010015.1	KP010015.1
KP010015.1	KP010013.1
KP010015.1	KP010014.1
KP010015.1	KP010016.1
KP010015.1	KP010017.1
KP010015.1	KP010018.1
KP010015.1	KP010019.1
KP010015.1	KP010020.1
KP010015.1	KP010021.1
KP010015.1	KP010023.1
KP010015.1	FJ597928.1
KP010015.1	FJ597930.1
KP010015.1	FJ597931.1
KP010015.1	FJ597932.1
KP010015.1	FJ597933.1
KP010015.1	FJ597934.1
KP010015.1	FJ597935.1
KP010015.1	FJ597936.1
KP010015.1	FJ490173.1
KP010015.1	MF576408.1
KP010015.1	MF979530.1
KP010015.1	KX966255.1
KP010015.1	KX966256.1
KP010015.1	KF007317.1
KP010015.1	KP010022.1
KP010015.1	KJ489023.1
KP010015.1	JQ686715.1
